arm,pre_q_original,post_q_original,pre_q,post_q
arch_weak,"It's a solid, big house for sure.  It looks like there are at least 7-8 rooms, if not more.  There are bricks and such all over, so it can probably withstand a lot.  Dual chimneys,withdrawn entrance, and just beautiful shrubbery all around.","This is a nice brick, two story house, classified more than likely as a Georgian style.  The corners of the house are decorative, and has two chimneys.  The roof is very symmetrical, and it has several very visible multi-panel windows.  The roof is also sloping, with multiple windows visible there too.","it's a solid, big house for sure. it look like there be at little 7 - 8 room, if not much. there be brick and such all over, so it can probably withstand a lot. dual chimney, withdraw entrance, and just beautiful shrubbery all around.","this be a nice brick, two story house, classify much than likely as a georgian style. the corner of the house be decorative, and have two chimney. the roof be very symmetrical, and it have several very visible multi - panel window. the roof be also slope, with multiple window visible there too."
arch_weak,it's a three story house in a nice neighborhood. the exterior is gray brick with red highlights. there are red flowers in front. there are two rows of three windows.,it's a nice three story house. it's made of gray bricks with a gray roof. there are 12 windows with multiple panes in white. the door is black with a white frame. there. are two chimneys at each end of the house.,it's a three story house in a nice neighborhood. the exterior be gray brick with red highlight. there be red flower in front. there be two row of three window.,it's a nice three story house. it's make of gray brick with a gray roof. there be 12 window with multiple pane in white. the door be black with a white frame. there. be two chimney at each end of the house.
arch_weak,"A majestic, yet modest building fit for right about anybody who needs a roof over his head. It features at least 9 windows, an entrance, two chimneys and an antenna. It may or may not be made out of bricks. The bricks are visible, but nobody knows what is under them. A nice little tree is defending one window from the sun - surely it will be a perfect room for a vampire in 20 or 30 years. Cute flowers and bushes are giving a comfy feeling, almost like somebody lives there.","A very grumpy-looking house with at least 9 windows. So many windows and so little walls, which are probably made out of bricks. The house is confined inside a fence, making it safe for pedestrians. Each window is made out of 12 tiles, giving the impression of a psychiatric hospital.","a majestic, yet modest build fit for right about anybody who need a roof over his head. it feature at little 9 window, a entrance, two chimney and a antenna. it may or may not be make out of brick. the brick be visible, but nobody know what be under them. a nice little tree be defend one window from the sun - surely it will be a perfect room for a vampire in 20 or 30 year. cute flower and bush be give a comfy feel, almost like somebody life there.","a very grumpy - look house with at little 9 window. so many window and so little wall, which be probably make out of brick. the house be confine inside a fence, make it safe for pedestrian. each window be make out of 12 tile, give the impression of a psychiatric hospital."
arch_weak,This house is a family sized home. It is probably a little over 2000 square feet. It features quaint accents and a vintage style. The house appears to be ideal for families with pets.,"This is a Georgian style home. It has multi paned windows and a symmetric arrangement of it's features. The design of the accents are very triangular in nature. It is primarily brick, also characteristic of the style.",this house be a family size home. it be probably a little over 2000 square foot. it feature quaint accent and a vintage style. the house appear to be ideal for family with pet.,"this be a georgian style home. it have multi paned window and a symmetric arrangement of it's feature. the design of the accent be very triangular in nature. it be primarily brick, also characteristic of the style."
arch_weak,It's a brick house. The house has two chimneys. The house has dormers. The house has a tree in the front yard.,This is a Georgian style house. It is a two story house. It has a centered front entry. It is made of bricks.,it's a brick house. the house have two chimney. the house have dormer. the house have a tree in the front yard.,this be a georgian style house. it be a two story house. it have a center front entry. it be make of brick.
arch_weak,"An adorable rustic home in the countryside.  Brick exterior with beautiful bay windows provide an open view of the landscape.  A quaint walking path is lined by red roses and hedges.  A very welcoming home, indeed.","A stylish yet old-fashioned estate stands tall on tree-lined street.  Plenty of windows offer an abundance of sunshine to brighten your home.  Clear views of the skies in the winter. In the summer, big trees provide ample shade for some cooling down time outdoors.","a adorable rustic home in the countryside. brick exterior with beautiful bay window provide a open view of the landscape. a quaint walk path be line by red rise and hedge. a very welcome home, indeed.","a stylish yet old - fashion estate stand tall on tree - line street. plenty of window offer a abundance of sunshine to brighten your home. clear view of the sky in the winter. in the summer, big tree provide ample shade for some cool down time outdoor."
arch_weak,It has three floors. It is made out of brick. Its coloring is gray and red. It has a nicely kept lawn.,This house has three floors. It is brown in color and made from bricks. There is a wrought iron fence around the front lawn. The lawn is not kept well.,it have three floor. it be make out of brick. its color be gray and red. it have a nicely keep lawn.,this house have three floor. it be brown in color and make from brick. there be a work iron fence around the front lawn. the lawn be not keep good.
arch_weak,very like this home and attractive impression of this house.,"A typical Georgian house in Pennsylvania is a stone or brick two-story building with a triangular roof and a symmetric arrangement of windows and doors on the front. The style usually is 5 openings across in length and includes a centered door, often crowned atop with a triangular roof and surrounded by a column on each side. Other commonly seen details are multi-paned windows, decorative moldings which crown the building, and decorative pieces at the building corners. very impression house and very like this home.",very like this home and attractive impression of this house.,"a typical georgian house in pennsylvania be a stone or brick two - story build with a triangular roof and a symmetric arrangement of window and door on the front. the style usually be 5 open across in length and include a center door, often crown atop with a triangular roof and surround by a column on each side. other commonly see detail be multi - paned window, decorative mold which crown the build, and decorative piece at the build corner. very impression house and very like this home."
arch_weak,Well maintained. Beautiful garden in front. Stylish brick accents. Tile-look roof. Lots of trees in back.,Georgian style. Two story brick house. Well maintained front yard. Wrought iron fence.,good maintain. beautiful garden in front. stylish brick accent. tile - look roof. lot of tree in back.,georgian style. two story brick house. good maintain front yard. work iron fence.
arch_weak,The house is a very beautiful traditional house that looks to be very large from outside perspective. The red flowers makes the house stand out as well as the small tree. The windows look new and the house does look like it has been remodeled to meet modern standards while still having vintage look to it.,"Very old, yet beautiful house that has a lot of windows that offer great sunlight. The brick walls shows the age of the house and the history. The house has gated fence with a small garden. There are two trees out front.",the house be a very beautiful traditional house that look to be very large from outside perspective. the red flower make the house stand out as good as the small tree. the window look new and the house do look like it have be remodel to meet modern standard while still have vintage look to it.,"very old, yet beautiful house that have a lot of window that offer great sunlight. the brick wall show the age of the house and the history. the house have gate fence with a small garden. there be two tree out front."
arch_weak,This appears to be a cottage style house with a dormer at the top. It appears to have three floors. It has two large bay windows in the front. It is made out of both red and greyish colored brick. It has two chimneys. The front is nicely landscaped with flowers and a small tree.,"This is a Georgian style house. It has a centered front door with a small triangular roof above. It is made out of brick. It has five windows, evenly spaced going across the exterior of the building. It also has some decorative crown molding. The windows are multi-pane.",this appear to be a cottage style house with a dormer at the top. it appear to have three floor. it have two large bay window in the front. it be make out of both red and greyish color brick. it have two chimney. the front be nicely landscape with flower and a small tree.,"this be a georgian style house. it have a center front door with a small triangular roof above. it be make out of brick. it have five window, evenly space go across the exterior of the build. it also have some decorative crown mold. the window be multi - pane."
arch_weak,It's a large two story house. It looks to have a third story/attic with windows. It has a red roof. It has bay windows in the front first story.,A Georgian style townhouse. It's very large and has a tan finish on the sides and roof. It has two stories and an attic with three windows. It has a chimney on both sides of the roof. There are 9 windows on the front of the house.,it's a large two story house. it look to have a 3 story / attic with window. it have a red roof. it have bay window in the front first story.,a georgian style townhouse. it's very large and have a tan finish on the side and roof. it have two story and a attic with three window. it have a chimney on both side of the roof. there be 9 window on the front of the house.
arch_weak,The house is an older brick home. It has a gorgeous well kept yard with bountiful plants and flowers. The roof is not in the best shape and may need to be replaced sometime in the near future. The home appears to be about three stories with plenty of windows in the front for natural light. The back of the house is surrounded by large trees offering shade.,This Georgian style brick home has white trim around the windows and plenty of symmetrical windows in the front. The black front door brings a nice contrast to the white trim that surrounds the rest of the home. A short black slotted fence surrounds the front of the home. There is a small space for a garden out front and no lawn to take care of.,the house be a old brick home. it have a gorgeous good keep yard with bountiful plant and flower. the roof be not in the good shape and may need to be replace sometime in the near future. the home appear to be about three story with plenty of window in the front for natural light. the back of the house be surround by large tree offer shade.,this georgian style brick home have white trim around the window and plenty of symmetrical window in the front. the black front door bring a nice contrast to the white trim that surround the rest of the home. a short black slot fence surround the front of the home. there be a small space for a garden out front and no lawn to take care of.
arch_weak,It appears to b ea quite large brick home. I would assume it is quite expensive to buy. The yard looks really maintained and nice. Overall i would say the house is beautiful and large.,This looks like a Georgian style home. Probably built in the 17th or 18th century. Appears to be in good condition and quite livable. Probably located in PA of the usa.,it appear to b ea quite large brick home. i would assume it be quite expensive to buy. the yard look really maintain and nice. overall i would say the house be beautiful and large.,this look like a georgian style home. probably build in the 17th or 18th century. appear to be in good condition and quite livable. probably locate in pa of the usa.
arch_weak,"The house has 3 windows on the roof, and 3 windows on the floor beneath the roof. The front of the house has a large amount of foliage, mostly red flowers and some small bushes and one small tree. The house has a large brick arch on the front doorway. The house is made of brick, and the color is mostly medium gray with some splotches of traditional brick coloring.","The house has three windows on the roof, each spaced equally apart. There are 9 windows on the front of the house, 5 above the front door, and 2 to either side of the front door. The house is made of brick and is dark gray in color with splotches of traditional brick coloring. There is a small black gate in the front of the house, and some small bushes at the front entrance to the house.","the house have 3 window on the roof, and 3 window on the floor beneath the roof. the front of the house have a large amount of foliage, mostly red flower and some small bush and one small tree. the house have a large brick arch on the front doorway. the house be make of brick, and the color be mostly medium gray with some splotch of traditional brick color.","the house have three window on the roof, each space equally apart. there be 9 window on the front of the house, 5 above the front door, and 2 to either side of the front door. the house be make of brick and be dark gray in color with splotch of traditional brick color. there be a small black gate in the front of the house, and some small bush at the front entrance to the house."
arch_weak,Looks like a traditional home. Has a red roof and two chimneys. It has bay windows on the lower floor and little windows in the attic. The house has a well kept lawn.,This house is Georgian style and was likely built in the 1700s. It is symmetrical with 5 openings on the first two floors. The house uses brick construction and a triangle roof. This windows are multi-paned and the door has an arch.,look like a traditional home. have a red roof and two chimney. it have bay window on the low floor and little window in the attic. the house have a good keep lawn.,this house be georgian style and be likely build in the 1700s. it be symmetrical with 5 open on the first two floor. the house use brick construction and a triangle roof. this window be multi - paned and the door have a arch.
arch_weak,The house is made of brick mostly. It has many windows as well with two chimneys on either side.  The roof of the house is a reddish color while the building itself is more brown. The windows as well as the doors are all white.,It is a old style building with many windows. There are chimneys on each side of the roof as well. The building is mostly brown in color with the windows being white. It is very spacious and clean.,the house be make of brick mostly. it have many window as good with two chimney on either side. the roof of the house be a reddish color while the build itself be much brown. the window as good as the door be all white.,it be a old style build with many window. there be chimney on each side of the roof as good. the build be mostly brown in color with the window be white. it be very spacious and clean.
arch_weak,"The house is made of brick, and it looks like an old house. It has symmetrical windows, with 8 windows on the front of the house. The two windows on the ground floor are large, with those on the second smaller, and those on the third floor smaller still. The roof shows fading under the windows. There is a chimney on each side of the roof. The is one small tree in the front yard, along with some red flowers.","This is a light brick, three story Georgian house. It has 12 windows on the front of the house. Four on the first floor, five on the second, and three on the third. The house is symmetrical, with a chimney on each side, and the front door centered. There are two symmetrical trees in front of the house. There is a single bush, only on one side. There is also a mall black gate in front of the house.","the house be make of brick, and it look like a old house. it have symmetrical window, with 8 window on the front of the house. the two window on the grind floor be large, with that on the 2 small, and that on the 3 floor small still. the roof show fade under the window. there be a chimney on each side of the roof. the be one small tree in the front yard, along with some red flower.","this be a light brick, three story georgian house. it have 12 window on the front of the house. four on the first floor, five on the 2, and three on the 3. the house be symmetrical, with a chimney on each side, and the front door center. there be two symmetrical tree in front of the house. there be a single bush, only on one side. there be also a mall black gate in front of the house."
arch_weak,"Large and charming two story, brick home. Well manicured front entrance. Two front bay windows and covered entrance. Two fireplaces and three front dormer windows.","This Georgian style home is identified by its symmetry and formal details. This was one of the first architect-inspired style homes in America and reflects a period of prosperity. This home is a stone two-story house with a steep triangular roof and dormer windows. Symmetry is displayed via the windows and doors on the front. The home features many multi pane windows, dual chimneys, wrought iron front fencing, and a decorated entryway.

","large and charm two story, brick home. good manicure front entrance. two front bay window and cover entrance. two fireplace and three front dormer window.","this georgian style home be identify by its symmetry and formal detail. this be one of the first architect - inspire style home in america and reflect a period of prosperity. this home be a stone two - story house with a steep triangular roof and dormer window. symmetry be display via the window and door on the front. the home feature many multi pane window, dual chimney, work iron front fence, and a decorate entryway."
arch_weak,This home has two chimneys on either end of the home. It has unique brickwork around the doors and windows. The home has two big bay windows in the front. The home also has picturesque dormers on roof.,Symmetrical windows and lots of panes. The roof has dormers. It is made from stone. The door is decorative and has fancy paneling. The roof line has decorative molding. It may be considered Georgian.,this home have two chimney on either end of the home. it have unique brickwork around the door and window. the home have two big bay window in the front. the home also have picturesque dormer on roof.,symmetrical window and lot of pane. the roof have dormer. it be make from stone. the door be decorative and have fancy paneling. the roof line have decorative mold. it may be consider georgian.
arch_weak,"This is an old, perhaps Georgian house, that must have been built more than a century ago. It has beautiful gray bricks on the walls, and red bricks around the windows and on the arch in the entrance. It develops on 3 floors, with the last one being an attic. It has a nice garden with many flowers on the entrance, and a nice roof with red tiles.","Even this house look to be a Georgian building, even if it must have been renewed recently because it looks in great shape. The house is made of gray and red bricks, with nice windows painted in white. There is some green next to the entrance, but the tall tree in front of the house are definitely more predominant. The house has a nice rood made of gray and red tiles, and it looks like it's built on 2 floors plus a third, that should be an attic.","this be a old, perhaps georgian house, that must have be build much than a century ago. it have beautiful gray brick on the wall, and red brick around the window and on the arch in the entrance. it develop on 3 floor, with the last one be a attic. it have a nice garden with many flower on the entrance, and a nice roof with red tile.","even this house look to be a georgian build, even if it must have be renew recently because it look in great shape. the house be make of gray and red brick, with nice window paint in white. there be some green next to the entrance, but the tall tree in front of the house be definitely much predominant. the house have a nice rood make of gray and red tile, and it look like it's build on 2 floor plus a 3, that should be a attic."
arch_weak,"It looks old, like it's been around for a long time. It's beautifully decorated with brick shutters and an outline. It has two chimneys. Not much in the way of the yard, but the red flowers and small trees ad a nice touch.","It's got a triangular roof with two chimneys, one at each end. It had brick accents outlining the windows. It possesses a 3x5x4 scheme, with three windows etched into the roof, five windows on the second story, and two windows on each side of the doorway. The doorway itself is triangular.","it look old, like it's be around for a long time. it's beautifully decorate with brick shutter and a outline. it have two chimney. not much in the way of the yard, but the red flower and small tree ad a nice touch.","it's get a triangular roof with two chimney, one at each end. it have brick accent outline the window. it possess a 3x5x4 scheme, with three window etch into the roof, five window on the 2 story, and two window on each side of the doorway. the doorway itself be triangular."
arch_weak,"it is ancient place that has a long history
very nice and pleasing
semi-detached looking.
well constructed with flowers around.","it has an estate look.
it is ancient looking
beautifully constructed  without  flowers
it is  isolated",it be ancient place that have a long history very nice and please semi - detach look. good construct with flower around.,it have a estate look. it be ancient look beautifully construct without flower it be isolate
arch_weak,It is made of bricks. There is a lot of red on the house. There are a lot of red flowers at the front of it. It is very symmetrical.,The house is made of bricks. It is symmetrical. There are a few bushes at the front of the house. There are some shades of red on the house.,it be make of brick. there be a lot of red on the house. there be a lot of red flower at the front of it. it be very symmetrical.,the house be make of brick. it be symmetrical. there be a few bush at the front of the house. there be some shade of red on the house.
arch_weak,The house is made up of different shades of brick. It has two floors with an additional attic space. The house has two chimneys  located at opposite ends. There are two large bay windows on the first floor on either side of the entrance.,This is a brick two story structure made of lightly colored brick. It is symmetric in design with a triangular roof. It has a centered door with a column on either side. There are two decorative structures at either end of the house.,the house be make up of different shade of brick. it have two floor with a additional attic space. the house have two chimney locate at opposite end. there be two large bay window on the first floor on either side of the entrance.,this be a brick two story structure make of lightly color brick. it be symmetric in design with a triangular roof. it have a center door with a column on either side. there be two decorative structure at either end of the house.
arch_weak,It's a three story brick house. It has two large bay windows on the bottom floor. It has two chimneys. It has an antenna on the roof for getting over-the-air television signals.,It's a Georgian Style house. It's five openings across in length with a triangular roof. It has multi-paned windows. It has a centered front door.,it's a three story brick house. it have two large bay window on the bottom floor. it have two chimney. it have a antenna on the roof for get over - the - air television signal.,it's a georgian style house. it's five open across in length with a triangular roof. it have multi - paned window. it have a center front door.
arch_weak,This house is two stories with what looks like an attic. It has a brick red roof that looks a bit old and worn. The outside of the house is a dark grey color that looks like brick. The windows have white trim and the main level floor has two big bay windows. There is also a small covered entrance leading to the front door.,"This is a beautiful two story Georgian style home with a classic brick exterior in a dark gray color. It has the traditional five openings found in these style of homes on the main level that include a centered door with two symmetrical windows with white trim on each side. The front door is styled with a triangle roof in white trim as well. The roof is the same color as the exterior of the house, is triangular in shape, and has three small symmetrical windows with white trim that protrude from it.",this house be two story with what look like a attic. it have a brick red roof that look a bite old and wear. the outside of the house be a dark grey color that look like brick. the window have white trim and the main level floor have two big bay window. there be also a small cover entrance lead to the front door.,"this be a beautiful two story georgian style home with a classic brick exterior in a dark gray color. it have the traditional five open find in this style of home on the main level that include a center door with two symmetrical window with white trim on each side. the front door be style with a triangle roof in white trim as good. the roof be the same color as the exterior of the house, be triangular in shape, and have three small symmetrical window with white trim that protrude from it."
arch_weak,This is a cape style home. It has a brick exterior with red trim. There are two bay windows and a covered entry. There are two chimneys. The roof is red.,This is a Georgian style home. This home is symmetrical with multi-paned windows. The exterior is stone. There is a window pane over the front door. There is decorative crowning below the roof. This is a two-story home.,this be a cape style home. it have a brick exterior with red trim. there be two bay window and a cover entry. there be two chimney. the roof be red.,this be a georgian style home. this home be symmetrical with multi - paned window. the exterior be stone. there be a window pane over the front door. there be decorative crown below the roof. this be a two - story home.
arch_weak,The house is rather large. More than one story. Dark in color. The roof is a dark red/brown-ish color.,Large. More than one story. Twelve windows in the front. Near a couple large trees.,the house be rather large. much than one story. dark in color. the roof be a dark red / brown - ish color.,large. much than one story. twelve window in the front. near a couple large tree.
arch_weak,"This is a well built brick house but the roof looks a bit dated. The front yard is very well maintained with diverse plant life. However, the front yard will require quite a bit of maintenance to keep up its appearance. The windows look modern, trendy and is very clean.",This house contains very symmetrical placement of windows. The door is placed right in the frontal center of the house. The windows are also multiple pane. The house walls appear to largely consist of bricks.,"this be a good build brick house but the roof look a bite date. the front yard be very good maintain with diverse plant life. however, the front yard will require quite a bite of maintenance to keep up its appearance. the window look modern, trendy and be very clean.",this house contain very symmetrical placement of window. the door be place right in the frontal center of the house. the window be also multiple pane. the house wall appear to largely consist of brick.
arch_weak,It is a charming stone house. This reminds of a New England style country house. There is a contrast in the red and gray brink and also the red roof. The garden with the red flowers make it very appealing to me. The 2 boy windows on the first floor are a nice accent along with the small pane windows.,"This house look colonial. The window are very symmetrical, also with the small panes windows. There are two tall finial or chimneys on each side of the house. The building is stone with also a highlighted color brick.  The roof look quite steep and the windows that protrude are small but fits the style.",it be a charm stone house. this remind of a new england style country house. there be a contrast in the red and gray brink and also the red roof. the garden with the red flower make it very appeal to me. the 2 boy window on the first floor be a nice accent along with the small pane window.,"this house look colonial. the window be very symmetrical, also with the small pane window. there be two tall finial or chimney on each side of the house. the build be stone with also a highlight color brick. the roof look quite steep and the window that protrude be small but fit the style."
arch_weak,"A three level quaint Colonial style brick home. The home is neatly landscaped, and has a covered entrance way. This home has bay windows in the main living area, and dorm windows on the upper level. There is a fireplace.","A typical Georgian styled formal brick home, circa 1800- 1900. This home features many multi-paned windows throughout. This is a multi level home, with dorm windows on the upper level. It has an inviting formal entry way, tasteful landscaping, and wrought iron fencing.","a three level quaint colonial style brick home. the home be neatly landscape, and have a cover entrance way. this home have bay window in the main live area, and dorm window on the upper level. there be a fireplace.","a typical georgian style formal brick home, circa 1800 - 1900. this home feature many multi - paned window throughout. this be a multi level home, with dorm window on the upper level. it have a invite formal entry way, tasteful landscape, and work iron fence."
arch_weak,It appears to be a beautiful house in the countryside. It looks well-maintained and free of damage. There are a lot of plants and shrubs growing outside of it. It looks like it can support a family of four easily.,It looks like a well-built house that could support a family. There are a lot of windows on the front. There are a few plants and shrubbery growing outside. It looks like a cozy place to live in.,it appear to be a beautiful house in the countryside. it look good - maintain and free of damage. there be a lot of plant and shrub grow outside of it. it look like it can support a family of four easily.,it look like a good - build house that can support a family. there be a lot of window on the front. there be a few plant and shrubbery grow outside. it look like a cozy place to live in.
arch_weak,This is a large two  ( or maybe three) story house. It has two chimneys and a covered entrance with a light above. It has two bay windows on the front of the first story. It has three regular windows on the front of the second story. It has three windows in the attic or third story. The house is well landscaped across the front.,This is a Georgian style home symmetrical and formal in appearance. It is constructed of bricks with multipaned windows across the two stories as well as windows placed in the triangular roof. It has a fan-shaped window over the paneled front door. The front entry has decorative moulding. There are multiple chimneys.,this be a large two ( or maybe three ) story house. it have two chimney and a cover entrance with a light above. it have two bay window on the front of the first story. it have three regular window on the front of the 2 story. it have three window in the attic or 3 story. the house be good landscape across the front.,this be a georgian style home symmetrical and formal in appearance. it be construct of brick with multipaned window across the two story as good as window place in the triangular roof. it have a fan - shape window over the paneled front door. the front entry have decorative mould. there be multiple chimney.
arch_weak,"A brick house.
A house with a red roof.
A house with a beautiful lawn.
A beautiful well kept house.","A very classical style looking hose
A brown house with bare trees in the front.
A very protective house because of the gate surrounding it.
A house without much of a lawn.",a brick house. a house with a red roof. a house with a beautiful lawn. a beautiful good keep house.,a very classical style look hose a brown house with bare tree in the front. a very protective house because of the gate surround it. a house without much of a lawn.
arch_weak,"The house is two storied. It has slopping roof. It is not modern architecture. The house is very beautiful. The house has a small, but beautiful garden.",The house is two storied. It has slopping roof. The house has many symmetrically arranged windows. It has only one centered main door.,"the house be two storied. it have slop roof. it be not modern architecture. the house be very beautiful. the house have a small, but beautiful garden.",the house be two storied. it have slop roof. the house have many symmetrically arrange window. it have only one center main door.
arch_weak,This house is a very charming country cottage. It has beautiful landscaping on the front lawn full of vibrant flowers and greenery. There are some lovely bay windows overlooking this scenery. There is an enchanting covered doorway as well.,This is a lovely plantation home full of character. There are 9 stunning windows at the front of the house that add charm and vision. A lovely iron wrought fence surrounds the entire premise to keep out animals and unwelcome guests. You will enjoy the greenery and landscaping all around the front lawn.,this house be a very charm country cottage. it have beautiful landscape on the front lawn full of vibrant flower and greenery. there be some lovely bay window overlook this scenery. there be a enchant cover doorway as good.,this be a lovely plantation home full of character. there be 9 stun window at the front of the house that add charm and vision. a lovely iron work fence surround the entire premise to keep out animal and unwelcome guest. you will enjoy the greenery and landscape all around the front lawn.
arch_weak,It looks cozy on the outside. I'm thinking that it would belong to a somewhat large family. It has great curb appeal and seems welcoming. If I was looking around trying to buy a house I would definitely check this place out.,"This house looks extremely simple by design, though it may not be on the inside. With this many windows I'd imagine that the interior has great lighting. It looks like it belongs in New England. It is probably quite old and contains a lot of memories.",it look cozy on the outside. i'm think that it would belong to a somewhat large family. it have great curb appeal and seem welcome. if i be look around try to buy a house i would definitely check this place out.,"this house look extremely simple by design, though it may not be on the inside. with this many window i'd imagine that the interior have great light. it look like it belong in new england. it be probably quite old and contain a lot of memory."
arch_weak,"It looks like a house built in the 50s or so, but has been renovated and maintained very well. The roof is very bright red, which is odd. The yard is nice and green and has red flowers in the garden. The bricks on the side of each window match the roof's color.","This is a three story home, and looks to be at least 60 years old. It is very symmetrical in every way, even down to the chimneys on each side of the roof. The colors are coordinated as well. It is a brick house with mostly brown brick, but red brick outlining the windows.","it look like a house build in the 50s or so, but have be renovate and maintain very good. the roof be very bright red, which be odd. the yard be nice and green and have red flower in the garden. the brick on the side of each window match the roof's color.","this be a three story home, and look to be at little 60 year old. it be very symmetrical in every way, even down to the chimney on each side of the roof. the color be coordinate as good. it be a brick house with mostly brown brick, but red brick outline the window."
arch_weak,This is an older victorian style house with lots of brick design.  The windows are really unique and symmetric.  The house is pretty big and has a lot of different rooms. The chimneys are very cool looking and vintage.  This house has a lot of great properties for an older style house that is probably around 200 years old.,This house is very unique style with lots of windows.  It has symmetric windows that are very rectangular.  The double pane windows have symbolic features.  The house is very big and very vintage style.,this be a old victorian style house with lot of brick design. the window be really unique and symmetric. the house be pretty big and have a lot of different room. the chimney be very cool look and vintage. this house have a lot of great property for a old style house that be probably around 200 year old.,this house be very unique style with lot of window. it have symmetric window that be very rectangular. the double pane window have symbolic feature. the house be very big and very vintage style.
arch_weak,The house is an old style brick house that has a bright red roof and red bricks outlining the windows. There are two chimneys and the gardens around the house shape it nicely. The windows are build out of the house and look inviting.,This is a beautiful house with three stories. The windows are symettrical and the roof is sloped with 2 chimneys. It has a bright white trim on the door and all of the windows. It is an old style classic home.,the house be a old style brick house that have a bright red roof and red brick outline the window. there be two chimney and the garden around the house shape it nicely. the window be build out of the house and look invite.,this be a beautiful house with three story. the window be symettrical and the roof be slope with 2 chimney. it have a bright white trim on the door and all of the window. it be a old style classic home.
arch_weak,I believe this is a Georgian style house. It is a 2 story brick home with grey bricks. The house has a red roof and red brick accents around the 2nd floor windows.  House has 3 Dormer style windows in the attic space. .,This is a Georgian style 2 story home. It is made of brick and is Brownish in color . It has a triangular roof with with 3 dormer style windows .  House has a symmetric arrangement of windows with red brick accents around them. The house has 9 multi panel windows with a decorative front entrance.,i believe this be a georgian style house. it be a 2 story brick home with grey brick. the house have a red roof and red brick accent around the 2nd floor window. house have 3 dormer style window in the attic space..,this be a georgian style 2 story home. it be make of brick and be brownish in color. it have a triangular roof with with 3 dormer style window. house have a symmetric arrangement of window with red brick accent around them. the house have 9 multi panel window with a decorative front entrance.
arch_weak,It is a unique red roofed house with three floors. It is quaint with white windows and rose bushes lining the front of the house. It is is a nice family home. This brick house will remind you of countryside homes in England.,This home is a georgian style home. It is a brick home with a triangular roof. There are many windows lined with white moldings. The door sits inbetween two column like door planes with a cornice. It is a nice family home.,it be a unique red roof house with three floor. it be quaint with white window and rise bush line the front of the house. it be be a nice family home. this brick house will remind you of countryside home in england.,this home be a georgian style home. it be a brick home with a triangular roof. there be many window line with white mold. the door sit inbetween two column like door plane with a cornice. it be a nice family home.
arch_weak,"The house seems to be a three story brick house. Its color grey and crimson with white window panels. It seems nice and big, with over 3 bedrooms and possible an attic at the top. There are pretty plants and flowers all around it, enhancing the image of the house tremendously.","Nice grayish brown three story house. Seems to be styled old school, but I couldn't tell you what period its based on. All I know is that it looks like something from another time piece, different from the modern houses you see today. It has about 5 bedrooms from what I can see and most like an attic. It has 12 windows with white panels and a white frame around its front door. I believe the house has a chimney, but I'm not too sure.","the house seem to be a three story brick house. its color grey and crimson with white window panel. it seem nice and big, with over 3 bedroom and possible a attic at the top. there be pretty plant and flower all around it, enhance the image of the house tremendously.","nice grayish brown three story house. seem to be style old school, but i couldn't tell you what period its base on. all i know be that it look like something from another time piece, different from the modern house you see today. it have about 5 bedroom from what i can see and much like a attic. it have 12 window with white panel and a white frame around its front door. i believe the house have a chimney, but i'm not too sure."
arch_weak,The house is made of stone or brick. It is in very good condition. It is probably a four bedroom with a yard. The house is landscaped with flowers and shrubs.,The house is Georgian style. It features a center door. It has five openings across the front. It features a crown molding over the front door.,the house be make of stone or brick. it be in very good condition. it be probably a four bedroom with a yard. the house be landscape with flower and shrub.,the house be georgian style. it feature a center door. it have five open across the front. it feature a crown mold over the front door.
arch_weak,A charming English cottage. This house features a stone facade. Two bay windows in the front let in light. The red brick trim and white windows evoke thoughts of the English countryside.,"A Georgian style home in that is reminiscent of an English cottage. The home has a symmetrical style, featuring a centered door and matching white windows. It has a stone facade, similar to a cottage. This style was first seen in Italy and later and more noticeably in England.",a charm english cottage. this house feature a stone facade. two bay window in the front let in light. the red brick trim and white window evoke think of the english countryside.,"a georgian style home in that be reminiscent of a english cottage. the home have a symmetrical style, feature a center door and match white window. it have a stone facade, similar to a cottage. this style be first see in italy and late and much noticeably in england."
arch_weak,"The house has a nice looking front yard with a lot of flowers in front. The house is built using bricks and has a clay shingle roof giving it a distinct red color. There are two chimneys visible, one on each side of the house. There is a tree in the front yard and two large windows on either side of the front door.",The house is a brick house with a clay tiled roof and chimneys on both sides of the house. The windows are large and built in a symmetrical way around the door which is featured in the middle. A black fence surrounds the property which gives it an upscale look. There are three smaller windows in the roof to let light into the top floor.,"the house have a nice look front yard with a lot of flower in front. the house be build use brick and have a clay shingle roof give it a distinct red color. there be two chimney visible, one on each side of the house. there be a tree in the front yard and two large window on either side of the front door.",the house be a brick house with a clay tile roof and chimney on both side of the house. the window be large and build in a symmetrical way around the door which be feature in the middle. a black fence surround the property which give it a upscale look. there be three small window in the roof to let light into the top floor.
