StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_a1_timer_First Click,prompt_a1_timer_Last Click,prompt_a1_timer_Page Submit,prompt_a1_timer_Click Count,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode,end_q - Topics
2017-12-20 21:56:11,2017-12-20 22:13:14,IP Address,96.32.75.231,100,1022,True,2017-12-20 22:13:14,R_cwKGNuE9XOJE5vX,,,,,34.009094238281,-84.008796691895,anonymous,EN,Yes,Yes,Yes,9.397,12.915,14.726,2,Definitely not,No,0,0,28.622,0,12.655,12.655,16.68,1,,9.661,308.716,384.823,13,The house is an old-style red and gray brick home with a very 'countryside' feel to it. Various vegetation such as flowers and trees line the front yard creating a beautiful private vibe to the estate. Several windows give the impression of a well lit home that is actively used and maintained. Two white bay windows in the front give the house a more roomy feel with porch space. Two old-style rectangular brick chimneys extrude from opposite sides of the house and the road beside it gives the impression of easy access.,16.264,37.354,84.887,3,,,,,,,,,,,,,5.282,247.546,290.533,10,"This is an old, Georgian-style home with an elevated slant roof. Very symmetrical, this house has two chimneys on either side and an arched entrance. Additionally, this house features traditional rectangular-wooden windows that are very simple and do not have much in terms of design. In addition, the house is primarily brick with some wooden siding on the top layer. With a typical iron fence in front, it is a traditional home.",1.678,27.46,32.8,2,I wish I knew what all those terms were for various features...but they were helpful for describing the house!,1022,2166907512,
2017-12-20 21:58:20,2017-12-20 22:13:44,IP Address,107.194.53.126,100,924,True,2017-12-20 22:13:46,R_3OlBUfeepUEV1Nv,,,,,42.395904541016,-88.174896240234,anonymous,EN,Yes,Yes,Yes,29.126,35.461,37.766,2,Definitely not,No,23.972,23.972,25.224,1,15.784,15.784,17.716,1,,13.033,98.168,110.954,2,"This is a very comfortable house.
It is located in an area that is peaceful and relaxing.
The color scheme for the home is very appealing.
I would love to own a home such as this, or DEFINTELY larger",,,,,92.434,195.557,273.082,2,,,,,,,,,7.674,7.674,68.774,1,"This house is similar to a Georgian Home    It has 5 Bay windows. It has a hooded front door, and is a lovely home",19.091,19.091,26.853,1,no,924,9145179609,
2017-12-20 21:58:00,2017-12-20 22:14:07,IP Address,64.94.31.206,100,966,True,2017-12-20 22:14:10,R_1K8wVRh5ZQbOErA,,,,,40.650100708008,-73.949600219727,anonymous,EN,Yes,Yes,Yes,26.308,35.026,37.397,3,Definitely not,No,2.493,2.493,265.135,1,51.61,51.61,66.664,1,,7.264,104.826,113.703,5,"This is a colonial-style brick home. It has three floors with windows, and the lower floor has two bay windows, one on either side of the front door. There is a foyer, which is also brick, and lots of beautiful flowers in front of the house. There are a total of three windows on the second floor, and three smaller dormer windows on the third floor. There are two chimneys, one on either side of the house.",,,,,,,,,,,,,96.442,113.215,119.276,3,7.711,182.551,220.703,2,"This is a three-story colonial style house. It has a front door without a foyer, and two windows on each side of the front door. There are five windows in the second floor and three smaller dormer windows on the third floor. There is a black fence in front, with white flowers behind the fence.",5.884,7.279,28.766,2,"I hope I wrote adequate sentences, and thank you for letting me participate.",966,4486193563,
2017-12-20 21:55:41,2017-12-20 22:14:28,IP Address,174.67.247.38,100,1127,True,2017-12-20 22:14:29,R_dhiSWbRo5ku8MOB,,,,,33.690994262695,-117.78820037842,anonymous,EN,Yes,Yes,Yes,3.564,12.209,15.713,3,Definitely not,No,0,0,6.051,0,3.773,3.773,7.736,1,,8.19,8.19,33.089,1,"It's a large house.  It's gray.  It has a lot of brickwork.  There are many windows.  ",,,,,,,,,,,,,47.061,47.061,48.877,1,6.942,6.942,37.983,1,"It is a large house.  It looks like it might be colonial style.  There are quite a few windows on the front.  There are two leafless trees out front. ",2.122,3.794,7.532,5,,1127,5356957665,
2017-12-20 21:53:27,2017-12-20 22:19:12,IP Address,69.254.67.48,100,1545,True,2017-12-20 22:19:13,R_3kojtxXsbze5CvG,,,,,31.997100830078,-80.964500427246,anonymous,EN,Yes,Yes,Yes,30.579,36.322,39.378,2,Definitely not,No,47.024,47.024,49.551,1,12.957,12.957,21.563,1,,5.02,29.847,133.444,5,"The house is constructed of brick.
It has a brick-enclosed covered entryway at the front door.
It has flowerbeds all across its front.
It has two fireplaces.",,,,,,,,,258.188,272.377,338.767,3,,,,,3.492,69.314,121.738,4,It has a stately appearance. It is constructed of brick. It has two stores and an attic. It has multiple fireplaces.,2.76,728.64,764.77,7,"Is that really it? I guess I can see what you're after based on the HIT title and the tasks, yet I think one thing design-wise really impacted my second response more than information or even thinking at all. Where the first description task had an expandable text box like this one, allowing me to make the space big enough to see whatever I wrote, the second had a single unexpandable line (although in terms of input, of course, you can enter more than what's visible in that line). I find that whenever I encounter that, no matter the expectation of what's to be written, I limit myself in an effort to avoid having to awkwardly scroll with the cursor keys to be able to review what I typed. 

Hopefully that makes sense. In old-school HTML terms, it's the difference between a ""textarea"" field and a ""text"" field, but I have no idea what you may be using to create this. ",1545,5927232452,
2017-12-20 22:07:02,2017-12-20 22:19:15,IP Address,96.30.236.254,100,732,True,2017-12-20 22:19:16,R_3QSD44LY6T7mo3s,,,,,31.545196533203,-109.46769714355,anonymous,EN,Yes,Yes,Yes,53.316,53.316,64.065,1,Definitely not,No,7.36,34.639,35.495,6,25.059,25.059,34.855,1,,6.426,126.994,217.113,34,"The house is brick construction. It has two levels with a quaint facade, the windows stand out. The multi-panel white windows showcase the red brick pattern nicely. The house looks roomy but it also has a very coy feeling, with the entrance being tucked away behind flowers and bushes. The front porch is cute with the walkway going all the way up to the front of the house.",,,,,,,,,6.453,74.655,127.535,5,,,,,3.419,3.419,195.242,1,"The house is a canvas for anyone who would like to decorate it. There is plenty of room for flowers, bushes and trees in the front yard. The white bright trim can be a canvas for a bright color, like a deep yellow or a crimson red to pop up with brightness. The two levels look like they are open and roomy with plenty of space. The outside fence is small but with great potential, a new coat of paint would go a long way to showcase the quaint porch.",5.563,5.563,23.049,1,"Thanks, good imagination exercise!",732,2063131509,
2017-12-20 21:53:38,2017-12-20 22:19:37,IP Address,220.158.143.174,100,1558,True,2017-12-20 22:19:38,R_3HnUqLUuE2tmh8T,,,,,13.083297729492,80.283294677734,anonymous,EN,Yes,Yes,Yes,7.089,25.847,209.802,2,Definitely not,No,6.053,6.053,23.574,1,29.627,29.627,31.4,1,,36.377,36.377,769.478,1,This house is very big and it suits to big family who needs more than four bedroom. The front of house is good. The garden is well maintained with good plants. The windows are more for good ventilation.,6.78,6.78,145.093,1,,,,,,,,,,,,,5.151,147.733,248.336,4,"The house is in US style. The roof is steep and shallow over hang. Mordern stone stucco brick. Multiplane windows are good. ",4.086,4.086,22.346,1,Good picture of the house model.,1558,5754782599,
2017-12-20 21:58:03,2017-12-20 22:22:35,IP Address,66.177.251.108,100,1472,True,2017-12-20 22:22:36,R_2wMkQTv46hVxDTz,,,,,27.442504882812,-80.330596923828,anonymous,EN,Yes,Yes,Yes,698.753,701.791,702.083,3,Not really,Yes,0,0,23.826,0,1.824,1.824,2.635,1,,1.358,1.358,64.582,1,Nice brick house. Color looks pretty nice. I like the size good middle class family home. Probably a half million or so for this house I would guess depending on the location.,,,,,369.681,371.49,371.813,2,,,,,,,,,194.796,195.177,280.659,2,"This home is huge! I like it is similar to the previous house but maybe 2 more bedrooms or so. Can't even guess on the cost of this one, must be up north somewhere based on the trees.",0,0,6.012,0,,1472,2568353456,
2017-12-20 22:12:54,2017-12-20 22:26:57,IP Address,98.249.142.160,100,843,True,2017-12-20 22:26:57,R_2e25RHUzMVgUFlP,,,,,25.982498168945,-80.343399047852,anonymous,EN,Yes,Yes,Yes,13.909,19.881,28.579,2,Definitely not,Yes,0,0,35.881,0,9.13,9.13,10.836,1,,24.668,202.567,234.065,3,"The nicely sized brick house is beautifully landscaped in the front facing the sidewalk and road.  It has three floors with three windows facing out on the second and third levels.  On the ground level, there are two large bay windows that frame the covered entryway.  The two chimneys finish off a perfectly symmetrical vintage house.",,,,,,,,,,,,,0,0,167.295,0,3.817,270.01,275.701,2,"This vintage colonial style house has three floors with a chimney on each end of the house.  There are three windows on the third loft level and large open windows, five, on the second level and four on the ground level.  The house is a neutral brown brick color with white trim windows.  The front year is small but just the right size for low maintenance residents.  It is surrounded by an ornamental rod iron black fence.  The house is very historical looking.",1.089,42.725,48.084,2,"Interesting study, clear instructions and something different.  Enjoyed the study - Thank you.",843,7076792484,
2017-12-20 22:06:32,2017-12-20 22:34:22,IP Address,98.216.255.239,100,1670,True,2017-12-20 22:34:22,R_1nW4K8D8fCrA88D,,,,,42.406295776367,-71.051200866699,anonymous,EN,Yes,Yes,Yes,8.021,10.41,14.553,2,Definitely not,No,4.381,4.381,6.526,1,14.704,15.601,16.419,3,,414.171,414.171,519.261,1,"This is a very old-style house with brick and stone. The entryway looks amazing, as it's set apart from the house with a brick outside foyer area. The bay windows on the front let in a large amount of natural light and give a good view of the garden and trees in front of the house. The windows on the second and third floors look nice, clean and pretty large. The walkways are nice, but the house is a little close to the street or alley. There are 2 chimneys and fireplaces, assumingly that would be good in the winter.",455.942,455.942,537.763,1,,,,,,,,,,,,,0.686,0.686,487.554,1,"I think this mostly looks like a Georgian style home. It is mostly brick with a little bit of wood, especially by the entryway. The two chimneys on either side really reflect a Georgian style house, probably something that's a few hundred years old. The small windows on the upper floor reflect this too. There are large almost floor to ceiling windows on the first floor, reminiscent of a ranch, but are likely contemporary for the Georgian style. The fence in front looks great and the area around the home is beautiful.",3.042,14.077,14.63,2,Nothing to add other than it was fun learning about housing styles.,1670,804351810,
2017-12-20 22:07:52,2017-12-20 22:36:56,IP Address,66.177.251.108,100,1743,True,2017-12-20 22:36:56,R_cMWgEjdFiTp6Kpr,,,,,27.442504882812,-80.330596923828,anonymous,EN,Yes,Yes,Yes,98.289,102.043,103.384,2,Not really,Yes,1.866,1.866,2.237,1,25.807,26.573,27.007,2,,1403.863,1403.863,1475.296,1,This is a red brick house. The roof looks very nice. Size of the home is good it seems. Don't see a chimney but other than that it looks like a dream home to me. Flowers in the front are beautiful too.,16.46,25.202,25.601,3,,,,,,,,,,,,,9.509,9.509,94.936,1,"A larger home here. Looks like it would be a nice place to live. I don't care for the color as much. Needs more of that red brick color in it, really nice home though.",0,0,2.71,0,,1743,2277997294,
2017-12-20 22:12:06,2017-12-20 22:37:23,IP Address,173.225.146.199,100,1516,True,2017-12-20 22:37:23,R_2atbKLgEo7NAPTl,,,,,45.750106811523,-94.140098571777,anonymous,EN,Yes,Yes,Yes,16.109,23.472,24.528,3,Definitely not,No,6.088,6.088,37.033,1,23.467,23.467,25.297,1,,7.529,576.136,594.328,55,"This is a very beautiful and spacious three story brick house. It features a very ample, large and roomy square footage provided by an additional rear portion behind the main front portion of the house. Two working fireplaces are included on opposite ends of the house to warm you and make you nice and cozy in the winter. Beautiful red roses trim the house in front and also match the red trim giving a very pleasing look to anyone who passes by. A very charming classic, colonial style completely built with bricks makes this house very sturdy and safe from severe weather and high winds. An absolutely beautiful house that will make you the envy of the neighborhood.",,,,,12.879,97.448,190.154,3,,,,,,,,,1.839,572.156,573.178,55,"This is a classically designed brick house patterned after the 1800's architecture style first seen in Great Britain.  It was brought over in the 1800s and is known as a Georgian style. These types of houses were first built in America along the eastern colonial states such as Virginia and Georgia. It features four fireplaces on opposite ends of the house to provide uniform and very warm wood heating. It is three full stories with several rooms. It has three windows looking on to the street from the third floor. A strong iron picket fence circles the house to give it that ritzy, prestigious look. Amazingly classic and sure to keep going up and up in value.",7.842,10.811,14.19,2,"All fine, thank you",1516,5995920714,
2017-12-20 22:37:02,2017-12-20 22:44:54,IP Address,47.202.40.244,100,472,True,2017-12-20 22:44:55,R_27v5HW2CSD5iIxB,,,,,27.256301879883,-82.53929901123,anonymous,EN,Yes,Yes,Yes,19.17,32.494,35.697,3,Definitely not,No,0,0,4.556,0,8.402,8.402,9.706,1,,2.715,164.699,167.977,16,This house is a colonial. It is well maintained and features dormer windows on the top. The house was built years ago and maintains an elegant character. The brick is grey and red with what seems to be a dark red roof.,,,,,,,,,,,,,27.643,123.135,126.01,5,13.137,15.032,112.382,3,This is a colonial house. It features dorm windows on the top and a black metal fence surrounding the property. The window frames are white with red brick around them while the house and roof seems to be a mixture of grey and red. It also features 2 chimneys on the top of the house.,0.78,0.78,2.708,1,,472,7855297676,
2017-12-20 22:46:49,2017-12-20 22:55:17,IP Address,23.112.84.225,100,508,True,2017-12-20 22:55:17,R_OI2ypRhqOScyIGl,,,,,38.62629699707,-121.38279724121,anonymous,EN,Yes,Yes,Yes,31.494,35.228,36.461,3,Definitely not,No,0,0,10.806,0,8.88,8.88,10.323,1,,7.973,7.973,91.456,1,The house looks like it may be English in architecture. It has 8 windows. It seems to have two fireplaces as two chimneys are visible. There is sort of English garden feel to the landscaping.,,,,,0,0,192.634,0,,,,,,,,,10.475,10.475,71.959,1,The house has 12 windows. The windows are multi-paned. The roof is sloped. The house looks like it could be made of stone.,6.504,6.504,55.26,1,I'm not sure I know what to say exactly. I enjoyed looking at the houses and the history of the Georgian one more than I though I would've. Thanks,508,750437858,
2017-12-20 22:05:59,2017-12-20 22:55:30,IP Address,174.230.1.1,100,2970,True,2017-12-20 22:55:30,R_3La6XCLmgROuqyJ,,,,,43.578598022461,-84.587303161621,anonymous,EN,Yes,Yes,Yes,101.428,110.175,112.328,5,Not really,Yes,6.602,6.602,33.135,1,10.646,10.646,12.873,1,,7.338,442.868,612.833,9,"This Victorian home is boasts of beauty and personality. With 2 floors, there are over 8 well framed windows to allow ample sunshine. The front yard is professionally landscaped with majestic floral and shrub arrangements surrounding a serene walk way for your pleasure. Double chimneys on opposite sides of the home allow ample opportunity for heating your space. This is a one of a kind home, that no description can do justice!",,,,,,,,,20.349,25.195,184.683,3,,,,,3.608,1722.44,1787.957,26,"This immaculate 2-story home is a dream house in a gentle, quiet community. Hosting a one of a kind masterful design, it  reflects the magical merging of vintage and tradition. An elegant iron fence encases the landscaped yard, offering more privacy. Beautiful floor to floor framed windows add to the personality, and give this home a picturesque feeling. ",3.453,66.759,128.546,3,"This was an enjoyable but difficult task to complete. It would be easier to create realistic descriptions if we were to have some insight on the inside of the homes (ie; bedrooms, bathrooms, floor plan, etc.) ... just a thought, but overall enjoyable survey. Beautiful homes! ",2970,2630940359,
2017-12-20 22:50:47,2017-12-20 22:56:24,IP Address,173.239.209.25,100,336,True,2017-12-20 22:56:24,R_26gw109Dz8p8WTL,,,,,40.551605224609,-74.46369934082,anonymous,EN,Yes,Yes,Yes,5.289,12.126,13.322,3,Definitely not,Yes,3.755,3.755,14.96,1,8.793,8.793,14.902,1,,7.902,25.776,78.216,3,"The house has brick facade. The house has multiple sunny windows. The house reminds one of a lovely cottage. The house is adorned with beautiful landscaping. ",,,,,,,,,97.583,97.583,112.005,1,,,,,2.007,3.238,66.212,2,"The house is situated on a tree lined street. The house has many well placed windows allowing for lots of natural light. The house offers a nice entryway. The house is 3 stories. ",0.464,0.464,6.017,1,,336,5588190793,
2017-12-20 22:52:03,2017-12-20 22:56:38,IP Address,72.222.140.43,100,274,True,2017-12-20 22:56:39,R_3PNLYP851b2tXuF,,,,,33.65739440918,-112.24629974365,anonymous,EN,Yes,Yes,Yes,8.075,9.854,10.951,2,Not really,No,0,0,3.256,0,12.469,12.469,13.806,1,,5.059,8.973,50.742,4,This is a large family house. It has 8 windows; most of the are on the roof of the house. It has a red brick roof. The front of the house has a small garden area.,,,,,,,,,,,,,5.936,27.606,28.708,3,0.232,85.748,139.477,3,"This is a medium sized family home. There are 12 windows in total, with most of them being at the front of the house. The house is a pale green color and is between two trees. The window panes are white. The house has a small fence in the front.",0,0,2.251,0,,274,196402631,
2017-12-20 22:37:12,2017-12-20 23:00:06,IP Address,70.189.174.143,100,1373,True,2017-12-20 23:00:07,R_2ZEJTWLLU9sTxwY,,,,,36.060104370117,-115.27570343018,anonymous,EN,Yes,Yes,Yes,58.946,61.995,63.825,2,Definitely not,No,0,0,10.489,0,24.263,24.263,25.818,1,,34.202,198.752,259.6,8,This is a very pretty house. It feels so much alive. It feels fresh and it is very spacious. The white and brown is a very nice combination.,0,0,76.129,0,,,,,,,,,,,,,164.646,164.646,211.836,1,"This loos like an old house. It looks rustic and scary. It is very tall and as if its in Europe. The tress around it are very scary too.  ",3.228,3.228,7.696,1,Thank you.,1373,5356780746,
2017-12-20 22:42:57,2017-12-20 23:01:08,IP Address,75.32.5.219,100,1090,True,2017-12-20 23:01:08,R_3kiglMzrHGbkb6w,,,,,32.972198486328,-96.737602233887,anonymous,EN,Yes,Yes,Yes,17.068,21.76,22.719,2,Definitely not,No,0,0,8.98,0,7.127,7.127,7.903,1,,12.875,12.875,120.564,1,This house has great views from many windows.  The lawn and bushes are well manicured and beautiful.  The brick is gray and red.  The roof is a rusty red color that matches with the brick and stone.,63.706,79.661,80.258,2,,,,,,,,,,,,,93.36,208.441,228.273,2,"Georgian style house with trees surrounding it.  Has great symmetry with many windows all over the house.  Stone siding which accents the roofing. Small yard with well manicured bushes and grass. ",0,0,4.519,0,,1090,994950691,
2017-12-20 22:27:17,2017-12-20 23:01:19,IP Address,71.227.146.253,100,2042,True,2017-12-20 23:01:19,R_stlWfrEbA5uzv0Z,,,,,47.127807617188,-122.25340270996,anonymous,EN,Yes,Yes,Yes,42.455,47.13,68.77,2,Definitely not,No,0,0,38.862,0,9.912,9.912,14.789,1,,11.381,367.251,371.957,5,"It's a three story house with a provided fireplace. The house has a old, classic look with a red roof accentuated with red bricks on the front. It comes with a beautiful garden and a small tree providing modest shade for one window. Some repairs to roof needed, but provides a project to do. The house lacks that sterile cookie-cutter image that you'd find in cult-a-sacs and isn't shoved up nex tto any other houses on the sides.",,,,,0,0,185.426,0,,,,,,,,,3.429,120.99,152.325,2,"Classic Georgian-style house with five windows and a front-facing door. It has three bay windows on the top floor. It has trees framing the front of the house and a metal fence surrounding it. It appears to be made from brick, something to be expected from a Georgian house. It appears to have a fireplace too.",0.806,0.806,76.555,1,I'm a bit surprised you didn't ask for basic demographic information. I also find the first house shown to be more beautiful than the second house.,2042,4760022270,
2017-12-20 22:54:17,2017-12-20 23:07:09,IP Address,107.210.13.10,100,771,True,2017-12-20 23:07:09,R_RgJPTqh6pCABo1H,,,,,36.741104125977,-119.74990081787,anonymous,EN,Yes,Yes,Yes,7.082,10.371,13.107,2,Definitely not,No,0,0,9.953,0,10.321,10.321,13.146,1,,5.229,5.229,239.008,1,"The house has rose red and shades of maroon, brown, and grey. The borders of the wall are made of red brick especially around any openings such as windows and doors. The doors and windows are white and open vertically. The left and right sides feature chimney stacks and the walls are mostly grey brick with red brick being the exception on the sides with the chimneys.",,,,,0,0,60.657,0,,,,,,,,,2.794,358.614,406.242,5,This brown home features typical Georgian-style architecture. The house is 3 stories tall. Each side of the roof has symmetrical chimney stacks. The house's windows are symmetrical and feature multiple panes.,2.029,2.608,4.208,2,,771,8022968657,
2017-12-20 23:15:05,2017-12-20 23:19:47,IP Address,98.248.29.27,100,282,True,2017-12-20 23:19:48,R_2QFhTWB2E5mBmLz,,,,,37.193099975586,-121.83639526367,anonymous,EN,Yes,Yes,Yes,12.266,15.122,16.3,2,Definitely not,Yes,0,0,2.962,0,37.073,37.827,38.308,2,,0,0,47.663,0,"It is a tudor style house with a brick face. It is 3 story with a small yard i front. It has large windows and two chimneys on either end of it. It is qaint, proper looking, with great landscaping.",,,,,,,,,0,0,51.629,0,,,,,58.617,59.082,101.164,2,"This is a darker, tutor style house. It has many windows in front, with a nicely framed, formal looking entry. Two chimney's rest on both sides of it. It faces east to west and has a pleasant look to it.",0,0,3.575,0,,282,7116566705,
2017-12-20 21:53:48,2017-12-20 23:23:21,IP Address,68.102.77.174,100,5373,True,2017-12-20 23:23:22,R_2y28ujGacqWe9Ob,,,,,37.701400756836,-97.440498352051,anonymous,EN,Yes,Yes,Yes,9.559,16.572,18.237,3,Definitely not,No,0,0,14.236,0,10.314,10.314,18.518,1,,2.367,519.738,523.929,6,"This elegant colonial style home is incredibly charming. Gorgeous flowers adorn the outside of this captivating home.  The front of the home has large, lovely bay windows.  The home has a beautiful brick exterior.",,,,,,,,,,,,,3.658,15.643,127.958,3,890.476,903.701,906.711,4,"This charming colonial style residence is full of personality. Lots of beautiful windows adorn the front of this attractive home. The steeply pitched roof and double chimneys enhance the home’s character. The traditional doorway contributes to the homes stately demeanor. ",1.018,18.158,19.5,2,Not applicable.,5373,1195571348,
2017-12-20 21:54:42,2017-12-20 23:30:29,IP Address,24.91.57.193,100,5747,True,2017-12-20 23:30:30,R_3emBIg14ntgBCn0,,,,,42.424697875977,-71.111198425293,anonymous,EN,Yes,Yes,Yes,9.317,13.317,14.698,2,Definitely not,Yes,1.664,1.664,5.941,1,6.075,6.075,7.238,1,,3.123,512.518,514.167,16,"It is a nice brick home with grey bricks and red brick trim.  The front windows on the main floor are large and white. There are also three windows on the second and third floors. This house has a very cottage feeling to it, along with the front garden. ",45.737,75.488,85.298,6,,,,,,,,,,,,,7.312,288.363,422.37,14,This is a stucco Georgian style home. It has many windows that have small panes. The front door has an arched top and window pane. The house has a gate surrounding it.,0.627,0.627,19.24,1,I have no further comments at this time. Thanks!,5747,1834773840,
2017-12-20 23:31:54,2017-12-20 23:34:45,IP Address,198.72.164.191,100,170,True,2017-12-20 23:34:45,R_1LesZivSuLdW0I3,,,,,34.520004272461,-118.08349609375,anonymous,EN,Yes,Yes,Yes,6.73,11.162,12.137,2,Definitely not,No,0,0,3.42,0,19.81,19.81,23.984,1,,3.906,3.906,25.757,1,It looks old. It looks distinguished. It looks fancy. It is well maintained.,,,,,,,,,,,,,0,0,28.061,0,4.322,4.322,43.389,1,It looks fancy. It looks fairly old. It looks expensive. It has several windows.,0,0,1.413,0,,170,8856292585,
2017-12-20 23:30:52,2017-12-20 23:34:56,IP Address,74.243.143.20,100,243,True,2017-12-20 23:34:56,R_3esPjQC8WZ6iGd7,,,,,36.339996337891,-79.628799438477,anonymous,EN,Yes,Yes,Yes,0,0,14.751,0,Definitely not,No,0,0,5.458,0,10.822,10.822,11.653,1,,6.194,6.194,55.021,1,This is a brick home. It has a well manicured lawn. It has dormers on the roof. There is a fireplace on each end of the house.,,,,,,,,,27.014,32.353,36.35,3,,,,,1.796,1.796,65.831,1,This is a brick house. It has a classic style. It has fireplaces on the each end of the home. It's classic style is very pleasing to look at.,0,0,7.197,0,,243,8423762931,
2017-12-20 23:38:31,2017-12-20 23:43:38,IP Address,74.130.228.211,100,306,True,2017-12-20 23:43:39,R_BwVGbht5SeM60dH,,,,,37.094100952148,-86.428596496582,anonymous,EN,Yes,Yes,Yes,6.732,9.309,10.289,2,Definitely not,No,0,0,5.941,0,5.313,5.313,8.82,1,,1.93,1.93,64.644,1,"It appears to be an older house. Colonial style, perhaps. The landscaping doesn't seem mature, though. There are two bay windows in the front. Dual chimneys. ",,,,,0,0,79.067,0,,,,,,,,,1.657,1.657,116.334,1,Typical of early British colonial dwellings in what would become the United States. The symmetry of the house is one clue. Also the multi-paned windows is another. The small roof over the door is yet another clue.,0.63,0.63,2.015,1,,306,6659085322,
2017-12-20 21:53:39,2017-12-20 23:48:13,IP Address,107.195.42.10,100,6874,True,2017-12-20 23:48:14,R_1UiQugUeLG0olq1,,,,,33.826293945312,-117.91059875488,anonymous,EN,Yes,Yes,Yes,34.739,40.664,41.582,2,Definitely not,No,0,0,11.64,0,12.861,12.861,20.129,1,,22.531,22.531,318.533,1,The house is gray and red colored. It has a nice small front yard. There are 8 windows at the front side of the house. It is made out of bricks. Overall the house looks like a cozy place to live.,5726.031,6045.727,6060.2,10,,,,,,,,,,,,,72.353,72.353,341.644,1,The house is symmetrical. It has 9 windows. The style of house is old. It seems to be built of bricks.,0,0,11.254,0,,6874,9474779758,
2017-12-20 23:56:37,2017-12-20 23:59:20,IP Address,71.224.29.219,100,162,True,2017-12-20 23:59:20,R_2Sq6PdyigThZ0lv,,,,,40.260498046875,-75.615501403809,anonymous,EN,Yes,Yes,Yes,7.892,10.156,11.856,2,Definitely not,No,0,0,5.463,0,6.322,6.322,7.91,1,,7.71,7.71,52.836,1,It is a beautiful house. It is very large. The house has 3 floors. The house s made of brick.,0,0,12.273,0,,,,,,,,,,,,,5.048,5.048,48.326,1,The house has many windows/ The house is large. The house is in a suburban area. The house is brown.,0,0,4.141,0,,162,6282580592,
2017-12-20 23:53:34,2017-12-21 00:03:18,IP Address,173.202.39.15,100,584,True,2017-12-21 00:03:19,R_3DtJSFdLCIXEG52,,,,,34.917999267578,-89.821601867676,anonymous,EN,Yes,Yes,Yes,10.434,15.113,16.513,2,Definitely not,No,0,0,13.488,0,11.891,11.891,16.92,1,,187.154,187.154,192.795,1,Exceptionally beautiful and well taken care of. Trimmed in red brick and a Red Roof. Two huge bay windows on the first floor make this a very Charming house. This house has an old world charm about it and stands out from any other house that I've seen.,,,,,,,,,,,,,30.601,32.12,37.081,2,273.832,273.832,276.447,1,"This house Blends in nicely with the Fall colors. This is a three story colonial type home. The white trimmed windows look very nice up against the yellow brick of the home. It seems to have three chimneys which are very nice, if it's true.",5.929,5.929,7.567,1,,584,7902298513,
2017-12-20 23:06:19,2017-12-21 00:25:15,IP Address,137.103.58.36,100,4735,True,2017-12-21 00:25:15,R_3pfByti5JYjzJHf,,,,,25.666305541992,-80.29239654541,anonymous,EN,Yes,Yes,Yes,21.712,28.552,29.468,6,Definitely not,Yes,0,0,259.25,0,5.024,5.024,5.989,1,,1757.494,1757.742,1847.58,2,"It looks very rustic and cozy of a place. It has that polished, magazine-esque look to it. I imagine the house is very traditional and non-modern in design, but very nice regardless. The blend of colors and ambiance-look to the surrounding areas give off a feel-good, comfort home.",,,,,0,0,111.781,0,,,,,,,,,4.41,136.33,138.906,9,"It looks very bold and old-world. I get of a sense of a 1880s-1940s kind of touch to it, based on historical opinion. I imagine the house and see resemblances to previous century-designs and cultural impacts. The window design is unique; and the arch over the door is quite classic too. The overall design of the house is Georgian-esque time-framed -- and it has an ivory tinge to it.",1.079,1.079,13.321,1,Thanks! It was interesting to write about the houses.,4735,5900213513,
